ZCTA,ADI_NATRANK,ADI_STATERNK,ADI_QUINTILE
106974,75,75,1
106975,14,14,4
106976,45,45,2
106977,54,54,5
106978,67,67,1
106979,49,49,4
106980,69,69,4
106981,48,48,2
106982,65,65,5
106983,15,15,5
106984,49,49,2
106985,78,78,1
106986,85,85,2
106987,54,54,2
106988,47,47,5
106989,84,84,5
106990,47,47,1
106991,78,78,3
106992,47,47,3
106993,50,50,1
106994,22,22,2
106995,18,18,2
106996,74,74,3
106997,93,93,4
106998,52,52,4
106999,45,45,1
107000,75,75,5
107001,58,58,4
107002,1,1,5
107003,74,74,3
107004,16,16,5
107005,49,49,5
107006,38,38,3
107007,33,33,2
107008,51,51,5
107009,72,72,4
107010,50,50,5
107011,85,85,4
107012,88,88,4
107013,88,88,1
107014,48,48,2
107015,38,38,5
107016,49,49,2
107017,78,78,1
107018,76,76,4
107019,1,1,4
107020,57,57,2
107021,1,1,2
107022,49,49,3
107023,36,36,1
107024,29,29,4
107025,71,71,2
107026,33,33,5
107027,49,49,5
107028,26,26,4
107029,51,51,2
107030,73,73,3
107031,28,28,3
107032,65,65,2
107033,51,51,5
107034,51,51,3
107035,41,41,5
107036,69,69,1
107037,66,66,1
107038,46,46,5
107039,55,55,3
107040,68,68,3
107041,63,63,3
107042,42,42,2
107043,79,79,4
107044,71,71,1
107045,100,100,3
107046,10,10,3
107047,67,67,5
107048,78,78,3
107049,75,75,1
107050,43,43,3
107051,15,15,1
107052,88,88,2
107053,37,37,1
107054,42,42,3
107055,100,100,1
107056,18,18,3
107057,70,70,5
107058,31,31,4
107059,30,30,1
107060,54,54,2
107061,66,66,4
107062,73,73,5
107063,77,77,1
107064,32,32,5
107065,21,21,3
107066,41,41,3
107067,58,58,5
107068,44,44,4
107069,1,1,5
107070,4,4,2
107071,43,43,3
107072,71,71,4
107073,27,27,2
107074,68,68,3
107075,12,12,2
107076,56,56,1
107077,56,56,2
107078,61,61,4
107079,24,24,5
107080,11,11,3
107081,68,68,4
107082,11,11,1
107083,30,30,5
107084,84,84,3
107085,54,54,4
107086,59,59,4
107087,65,65,2
107088,64,64,3
107089,49,49,5
107090,27,27,1
107091,100,100,4
107092,42,42,5
107093,58,58,2
107094,61,61,5
107095,36,36,5
107096,39,39,4
107097,87,87,2
107098,31,31,2
107099,60,60,1
107100,72,72,5
107101,44,44,5
107102,47,47,4
107103,73,73,2
107104,46,46,1
107105,1,1,4
107106,87,87,4
107107,25,25,5
107108,55,55,4
107109,17,17,5
107110,37,37,4
107111,39,39,4
107112,54,54,3
107113,28,28,5
107114,99,99,4
107115,50,50,2
107116,72,72,1
107117,49,49,2
107118,74,74,3
107119,1,1,2
107120,32,32,2
107121,36,36,3
107122,36,36,1
107123,62,62,5
107124,64,64,3
107125,48,48,3
107126,48,48,1
107127,100,100,2
107128,58,58,3
107129,1,1,5
107130,69,69,4
107131,63,63,2
107132,78,78,4
107133,64,64,2
107134,27,27,5
107135,72,72,5
107136,52,52,3
107137,76,76,4
107138,88,88,5
107139,46,46,4
107140,71,71,4
107141,75,75,5
107142,53,53,3
107143,98,98,4
107144,76,76,5
107145,35,35,4
107146,56,56,4
107147,71,71,2
107148,98,98,2
107149,65,65,1
107150,57,57,3
107151,81,81,3
107152,44,44,5
107153,25,25,4
107154,67,67,4
107155,40,40,2
107156,100,100,5
107157,56,56,4
107158,67,67,4
107159,34,34,2
107160,81,81,3
107161,49,49,4
107162,46,46,3
107163,47,47,5
107164,17,17,5
107165,43,43,5
107166,63,63,4
107167,11,11,5
107168,75,75,5
107169,43,43,2
107170,56,56,3
107171,1,1,2
107172,55,55,1
107173,23,23,1
107174,41,41,1
107175,10,10,4
107176,27,27,3
107177,45,45,2
107178,43,43,4
107179,72,72,5
107180,3,3,5
107181,48,48,4
107182,47,47,3
107183,38,38,2
107184,27,27,2
107185,77,77,2
107186,100,100,3
107187,7,7,5
107188,26,26,1
107189,24,24,1
107190,42,42,1
107191,81,81,4
107192,63,63,2
107193,46,46,3
107194,50,50,1
107195,42,42,3
107196,68,68,1
107197,71,71,3
107198,64,64,1
107199,1,1,4
107200,50,50,3
107201,45,45,4
107202,74,74,3
107203,55,55,2
107204,63,63,1
107205,37,37,3
107206,73,73,3
107207,80,80,3
107208,9,9,4
107209,17,17,5
107210,69,69,4
107211,45,45,1
107212,75,75,4
107213,56,56,1
107214,67,67,4
107215,31,31,2
107216,58,58,1
107217,58,58,5
107218,32,32,4
107219,75,75,2
107220,2,2,1
107221,55,55,3
107222,17,17,5
107223,24,24,3
107224,74,74,5
107225,22,22,1
107226,21,21,3
107227,64,64,4
107228,22,22,3
107229,75,75,1
107230,66,66,3
107231,30,30,4
107232,74,74,4
107233,1,1,4
107234,61,61,4
107235,18,18,4
107236,36,36,2
107237,38,38,3
107238,82,82,4
107239,37,37,5
107240,48,48,1
107241,39,39,3
107242,25,25,2
107243,24,24,2
107244,57,57,3
107245,49,49,4
107246,69,69,1
107247,43,43,4
107248,44,44,5
107249,69,69,5
107250,40,40,1
107251,14,14,3
107252,71,71,3
107253,33,33,2
107254,51,51,3
107255,34,34,4
107256,25,25,1
107257,2,2,5
107258,58,58,5
107259,1,1,4
107260,82,82,4
107261,75,75,2
107262,27,27,4
107263,89,89,2
107264,100,100,5
107265,43,43,1
107266,60,60,2
107267,53,53,3
107268,87,87,2
107269,15,15,3
107270,44,44,3
107271,72,72,5
107272,70,70,3
107273,48,48,2
107274,84,84,2
107275,55,55,3
107276,52,52,3
107277,67,67,4
107278,48,48,1
107279,51,51,2
107280,30,30,2
107281,100,100,2
107282,38,38,2
107283,68,68,4
107284,97,97,2
107285,16,16,3
107286,65,65,4
107287,50,50,2
107288,94,94,4
107289,27,27,3
107290,31,31,3
107291,48,48,5
107292,37,37,2
107293,38,38,5
107294,100,100,3
107295,53,53,4
107296,30,30,5
107297,40,40,5
107298,60,60,4
107299,58,58,4
107300,35,35,3
107301,9,9,3
107302,48,48,1
107303,48,48,1
107304,33,33,5
107305,81,81,1
107306,64,64,1
107307,53,53,4
107308,40,40,1
107309,93,93,2
107310,21,21,3
107311,37,37,3
107312,38,38,4
107313,57,57,3
107314,66,66,3
107315,16,16,4
107316,32,32,3
107317,61,61,4
107318,33,33,5
107319,39,39,3
107320,54,54,2
107321,25,25,1
107322,56,56,4
107323,65,65,1
107324,50,50,3
107325,85,85,5
107326,68,68,3
107327,48,48,2
107328,41,41,4
107329,93,93,2
107330,33,33,4
107331,43,43,4
107332,39,39,1
107333,59,59,5
107334,100,100,2
107335,56,56,5
107336,41,41,1
107337,54,54,2
107338,17,17,1
107339,45,45,1
107340,92,92,4
107341,66,66,4
107342,80,80,4
107343,75,75,2
107344,32,32,3
107345,97,97,4
107346,5,5,3
107347,58,58,4
107348,1,1,4
107349,7,7,1
107350,73,73,4
107351,32,32,4
107352,81,81,4
107353,1,1,1
107354,47,47,2
107355,19,19,2
107356,41,41,2
107357,88,88,2
107358,94,94,5
107359,62,62,4
107360,10,10,3
107361,19,19,2
107362,54,54,5
107363,29,29,1
107364,66,66,4
107365,91,91,5
107366,25,25,4
107367,27,27,5
107368,20,20,4
107369,43,43,2
107370,51,51,2
107371,50,50,2
107372,72,72,1
107373,59,59,4
107374,48,48,2
107375,51,51,5
107376,52,52,2
107377,48,48,3
107378,33,33,5
107379,19,19,2
107380,53,53,4
107381,37,37,4
107382,63,63,2
107383,51,51,3
107384,50,50,2
107385,74,74,4
107386,14,14,4
107387,94,94,3
107388,1,1,4
107389,86,86,2
107390,55,55,4
107391,36,36,5
107392,13,13,5
107393,35,35,4
107394,45,45,3
107395,54,54,5
107396,86,86,2
107397,51,51,4
107398,57,57,1
107399,58,58,5
107400,41,41,4
107401,45,45,4
107402,47,47,1
107403,65,65,4
107404,27,27,4
107405,37,37,4
107406,58,58,2
107407,23,23,3
107408,52,52,1
107409,36,36,3
107410,62,62,2
107411,84,84,2
107412,36,36,1
107413,68,68,2
107414,55,55,1
107415,40,40,5
107416,50,50,3
107417,82,82,2
107418,45,45,3
107419,82,82,4
107420,47,47,5
107421,14,14,1
107422,46,46,2
107423,12,12,5
107424,42,42,2
107425,41,41,1
107426,95,95,1
107427,90,90,1
107428,52,52,5
107429,80,80,2
107430,40,40,5
107431,14,14,5
107432,63,63,3
107433,59,59,1
107434,26,26,1
107435,27,27,3
107436,73,73,3
107437,7,7,4
107438,63,63,3
107439,42,42,5
107440,63,63,3
107441,74,74,4
107442,28,28,5
107443,21,21,1
107444,86,86,2
107445,48,48,1
107446,58,58,1
107447,72,72,3
107448,25,25,2
107449,72,72,3
107450,66,66,5
107451,86,86,1
107452,86,86,3
107453,51,51,1
107454,68,68,2
107455,51,51,3
107456,53,53,5
107457,21,21,2
107458,44,44,1
107459,5,5,2
107460,46,46,1
107461,83,83,2
107462,69,69,4
107463,52,52,1
107464,44,44,3
107465,36,36,4
107466,27,27,3
107467,70,70,1
107468,11,11,5
107469,11,11,2
107470,72,72,4
107471,55,55,2
107472,51,51,3
107473,55,55,2
107474,100,100,2
107475,51,51,1
107476,57,57,2
107477,100,100,5
107478,48,48,4
107479,93,93,1
107480,1,1,3
107481,20,20,5
107482,33,33,4
107483,64,64,1
107484,94,94,5
107485,35,35,2
107486,74,74,3
107487,100,100,3
107488,89,89,5
107489,39,39,5
107490,71,71,5
107491,58,58,1
107492,33,33,5
107493,60,60,1
107494,38,38,2
107495,53,53,3
107496,15,15,3
107497,5,5,4
107498,42,42,3
107499,57,57,5
107500,21,21,2
107501,63,63,2
107502,51,51,5
107503,66,66,1
107504,73,73,4
107505,83,83,4
107506,65,65,3
107507,42,42,4
107508,54,54,1
107509,100,100,5
107510,74,74,1
107511,51,51,3
107512,46,46,1
107513,35,35,3
107514,20,20,4
107515,92,92,5
107516,61,61,4
107517,18,18,3
107518,46,46,5
107519,81,81,3
107520,38,38,3
107521,29,29,3
107522,58,58,3
107523,66,66,5
107524,38,38,1
107525,35,35,3
107526,61,61,4
107527,21,21,5
107528,36,36,5
107529,46,46,3
107530,68,68,4
107531,39,39,2
107532,64,64,3
107533,79,79,5
107534,37,37,5
107535,100,100,5
107536,85,85,1
107537,56,56,5
107538,45,45,5
107539,36,36,2
107540,91,91,3
107541,55,55,4
107542,14,14,3
107543,7,7,5
107544,52,52,3
107545,53,53,4
107546,27,27,4
107547,12,12,3
107548,1,1,5
107549,31,31,3
107550,40,40,3
107551,67,67,1
107552,46,46,2
107553,76,76,4
107554,65,65,5
107555,62,62,2
107556,74,74,2
107557,15,15,1
107558,36,36,4
107559,100,100,5
107560,2,2,4
107561,42,42,4
107562,61,61,3
107563,3,3,1
107564,31,31,4
107565,99,99,4
107566,54,54,4
107567,35,35,5
107568,55,55,4
107569,35,35,4
107570,92,92,5
107571,25,25,5
107572,36,36,3
107573,12,12,1
107574,42,42,3
107575,45,45,4
107576,79,79,1
107577,24,24,1
107578,62,62,1
107579,52,52,4
107580,2,2,3
107581,31,31,2
107582,30,30,1
107583,92,92,4
107584,63,63,2
107585,53,53,2
107586,1,1,4
107587,2,2,3
107588,68,68,2
107589,69,69,4
107590,31,31,2
107591,50,50,4
107592,48,48,2
107593,54,54,1
107594,40,40,4
107595,70,70,4
107596,77,77,1
107597,26,26,1
107598,20,20,5
107599,30,30,4
107600,51,51,2
107601,58,58,4
107602,69,69,1
107603,74,74,3
107604,59,59,1
107605,55,55,2
107606,91,91,1
107607,50,50,3
107608,64,64,3
107609,58,58,3
107610,45,45,1
107611,45,45,2
107612,83,83,4
107613,47,47,2
107614,41,41,4
107615,31,31,2
107616,60,60,3
107617,37,37,3
107618,58,58,5
107619,54,54,1
107620,39,39,1
107621,15,15,4
107622,24,24,5
107623,28,28,5
107624,24,24,3
107625,61,61,3
107626,100,100,4
107627,37,37,3
107628,40,40,4
107629,35,35,5
107630,71,71,4
107631,60,60,3
107632,49,49,3
107633,19,19,4
107634,25,25,3
107635,54,54,3
107636,55,55,1
107637,49,49,1
107638,66,66,3
107639,19,19,5
107640,57,57,2
107641,56,56,3
107642,26,26,2
107643,34,34,1
107644,67,67,5
107645,21,21,5
107646,100,100,1
107647,63,63,4
107648,48,48,2
107649,43,43,5
107650,69,69,2
107651,39,39,2
107652,40,40,3
107653,86,86,5
107654,38,38,1
107655,53,53,4
107656,30,30,1
107657,56,56,5
107658,64,64,1
107659,92,92,5
107660,26,26,3
107661,13,13,3
107662,43,43,5
107663,34,34,5
107664,49,49,4
107665,63,63,1
107666,100,100,3
107667,38,38,3
107668,1,1,3
107669,44,44,3
107670,58,58,1
107671,25,25,4
107672,55,55,4
107673,53,53,1
107674,56,56,3
107675,69,69,3
107676,47,47,4
107677,63,63,1
107678,5,5,4
107679,25,25,2
107680,41,41,3
107681,24,24,4
107682,50,50,4
107683,41,41,1
107684,38,38,3
107685,72,72,5
107686,52,52,1
107687,22,22,5
107688,34,34,4
107689,68,68,4
107690,54,54,2
107691,79,79,2
107692,71,71,5
107693,40,40,2
107694,85,85,1
107695,87,87,4
107696,5,5,1
107697,50,50,4
107698,36,36,4
107699,43,43,5
107700,29,29,4
107701,26,26,1
107702,72,72,2
107703,20,20,4
107704,52,52,3
107705,16,16,5
107706,81,81,4
107707,50,50,1
107708,68,68,5
107709,54,54,1
107710,43,43,1
107711,51,51,4
107712,87,87,5
107713,27,27,3
107714,1,1,2
107715,30,30,2
107716,19,19,2
107717,74,74,2
107718,45,45,2
107719,70,70,4
107720,50,50,5
107721,50,50,2
107722,54,54,1
107723,87,87,5
107724,54,54,4
107725,77,77,5
107726,76,76,1
107727,45,45,1
107728,48,48,3
107729,40,40,4
107730,82,82,3
107731,26,26,3
107732,31,31,1
107733,43,43,3
107734,21,21,4
107735,35,35,3
107736,78,78,4
107737,66,66,3
107738,39,39,2
107739,70,70,2
107740,100,100,3
107741,57,57,1
107742,85,85,4
107743,71,71,5
107744,42,42,2
107745,54,54,1
107746,63,63,5
107747,31,31,2
107748,1,1,1
107749,29,29,2
107750,1,1,4
107751,31,31,2
107752,7,7,3
107753,72,72,3
107754,20,20,1
107755,63,63,2
107756,69,69,4
107757,67,67,4
107758,3,3,1
107759,78,78,1
107760,60,60,4
107761,70,70,5
107762,95,95,2
107763,69,69,3
107764,20,20,1
107765,66,66,2
107766,12,12,1
107767,48,48,4
107768,37,37,3
107769,50,50,5
107770,12,12,4
107771,15,15,5
107772,38,38,2
107773,44,44,1
107774,39,39,5
107775,86,86,4
107776,60,60,5
107777,59,59,1
107778,40,40,2
107779,15,15,4
107780,49,49,1
107781,95,95,3
107782,55,55,3
107783,77,77,1
107784,80,80,2
107785,63,63,2
107786,55,55,1
107787,25,25,4
107788,44,44,2
107789,40,40,2
107790,58,58,5
107791,14,14,3
107792,36,36,2
107793,60,60,4
107794,32,32,5
107795,27,27,1
107796,30,30,3
107797,43,43,4
107798,1,1,2
107799,31,31,4
107800,73,73,5
107801,58,58,5
107802,60,60,2
107803,4,4,2
107804,39,39,5
107805,47,47,3
107806,61,61,2
107807,77,77,4
107808,73,73,2
107809,35,35,2
107810,35,35,5
107811,85,85,1
107812,40,40,1
107813,22,22,2
107814,44,44,4
107815,83,83,1
107816,27,27,3
107817,39,39,4
107818,28,28,5
107819,73,73,2
107820,57,57,5
107821,73,73,2
107822,89,89,4
107823,12,12,3
107824,31,31,1
107825,39,39,4
107826,51,51,2
107827,62,62,1
107828,37,37,2
107829,32,32,4
107830,73,73,2
107831,63,63,1
107832,57,57,1
107833,1,1,3
107834,80,80,3
107835,54,54,2
107836,45,45,1
107837,29,29,3
107838,34,34,4
107839,27,27,4
107840,1,1,5
107841,29,29,1
107842,10,10,5
107843,48,48,2
107844,21,21,5
107845,68,68,2
107846,8,8,3
107847,79,79,2
107848,70,70,2
107849,23,23,5
107850,47,47,4
107851,28,28,5
107852,64,64,4
107853,94,94,3
107854,79,79,1
107855,32,32,5
107856,52,52,3
107857,88,88,4
107858,63,63,3
107859,75,75,3
107860,66,66,5
107861,51,51,1
107862,48,48,2
107863,19,19,1
107864,30,30,4
107865,27,27,1
107866,41,41,1
107867,52,52,2
107868,47,47,3
107869,55,55,3
107870,66,66,1
107871,39,39,5
107872,68,68,5
107873,78,78,2
107874,60,60,4
107875,36,36,3
107876,73,73,2
107877,62,62,2
107878,65,65,3
107879,88,88,3
107880,67,67,2
107881,89,89,5
107882,46,46,3
107883,39,39,4
107884,78,78,1
107885,25,25,3
107886,97,97,2
107887,82,82,3
107888,52,52,4
107889,80,80,4
107890,66,66,2
107891,17,17,4
107892,29,29,5
107893,57,57,4
107894,53,53,1
107895,82,82,4
107896,57,57,1
107897,18,18,5
107898,36,36,3
107899,68,68,2
107900,4,4,1
107901,14,14,2
107902,40,40,5
107903,73,73,1
107904,44,44,3
107905,61,61,5
107906,50,50,2
107907,46,46,3
107908,33,33,3
107909,70,70,3
107910,18,18,1
107911,44,44,1
107912,78,78,4
107913,30,30,5
107914,11,11,1
107915,1,1,2
107916,66,66,2
107917,68,68,5
107918,41,41,2
107919,18,18,5
107920,46,46,1
107921,79,79,5
107922,18,18,3
107923,76,76,4
107924,7,7,2
107925,21,21,4
107926,52,52,1
107927,73,73,1
107928,86,86,2
107929,74,74,5
107930,88,88,4
107931,54,54,3
107932,34,34,3
107933,79,79,1
107934,84,84,5
107935,73,73,4
107936,65,65,4
107937,84,84,3
107938,58,58,5
107939,49,49,5
107940,68,68,4
107941,61,61,2
107942,72,72,4
107943,46,46,3
107944,72,72,2
107945,71,71,2
107946,55,55,3
107947,31,31,3
107948,81,81,3
107949,19,19,2
107950,26,26,4
107951,54,54,3
107952,1,1,1
107953,88,88,2
107954,50,50,5
107955,88,88,4
107956,95,95,2
107957,46,46,5
107958,83,83,1
107959,23,23,5
107960,60,60,2
107961,38,38,1
107962,67,67,3
107963,72,72,2
107964,46,46,3
107965,63,63,4
107966,73,73,5
107967,54,54,3
107968,100,100,3
107969,46,46,1
107970,91,91,1
107971,78,78,4
107972,3,3,1
107973,87,87,4
107974,76,76,3
107975,52,52,1
107976,59,59,3
107977,62,62,1
107978,84,84,3
107979,39,39,4
107980,89,89,3
107981,22,22,1
107982,5,5,4
107983,64,64,1
107984,81,81,4
107985,45,45,3
107986,1,1,3
107987,12,12,5
107988,60,60,4
107989,49,49,1
107990,82,82,2
107991,51,51,5
107992,31,31,1
107993,57,57,3
107994,75,75,4
107995,83,83,4
107996,47,47,4
107997,51,51,4
107998,69,69,4
107999,31,31,5
108000,68,68,4
108001,44,44,3
108002,48,48,3
108003,50,50,4
108004,53,53,5
108005,97,97,2
108006,38,38,2
108007,39,39,5
108008,86,86,3
108009,61,61,1
108010,69,69,4
108011,24,24,5
108012,56,56,5
108013,70,70,4
108014,33,33,2
108015,65,65,5
108016,44,44,3
108017,33,33,5
108018,75,75,2
108019,78,78,1
108020,53,53,3
108021,61,61,2
108022,83,83,4
108023,40,40,5
108024,58,58,4
108025,40,40,5
108026,24,24,3
108027,40,40,4
108028,21,21,5
108029,60,60,4
108030,30,30,3
108031,15,15,4
108032,68,68,4
108033,66,66,2
108034,41,41,5
108035,67,67,5
108036,29,29,3
108037,40,40,4
108038,60,60,4
108039,75,75,4
108040,40,40,3
108041,35,35,5
108042,74,74,3
108043,65,65,1
108044,53,53,5
108045,79,79,4
108046,98,98,5
108047,59,59,1
108048,35,35,1
108049,62,62,5
108050,29,29,1
108051,81,81,5
108052,32,32,5
108053,45,45,4
108054,29,29,1
108055,54,54,4
108056,55,55,5
108057,68,68,3
108058,52,52,3
108059,51,51,3
108060,35,35,1
108061,42,42,5
108062,15,15,5
108063,84,84,5
108064,47,47,3
108065,91,91,4
108066,46,46,2
108067,2,2,4
108068,38,38,4
108069,49,49,5
108070,51,51,5
108071,66,66,5
108072,54,54,5
108073,41,41,5
108074,27,27,1
108075,39,39,5
108076,65,65,4
108077,71,71,2
108078,33,33,1
108079,75,75,4
108080,64,64,2
108081,27,27,3
108082,56,56,4
108083,59,59,5
108084,23,23,5
108085,16,16,3
108086,61,61,2
108087,38,38,2
108088,87,87,2
108089,93,93,1
108090,61,61,5
108091,73,73,3
108092,24,24,1
108093,16,16,2
108094,46,46,3
108095,17,17,3
108096,57,57,1
108097,30,30,5
108098,54,54,2
108099,45,45,1
108100,65,65,1
108101,58,58,3
108102,39,39,1
108103,15,15,1
108104,54,54,2
108105,6,6,4
108106,81,81,1
108107,63,63,2
108108,71,71,3
108109,25,25,1
108110,58,58,3
108111,33,33,1
108112,53,53,1
108113,25,25,3
108114,47,47,2
108115,15,15,1
108116,45,45,3
108117,8,8,5
108118,93,93,4
108119,54,54,5
108120,50,50,5
108121,66,66,5
108122,17,17,4
108123,30,30,4
108124,63,63,2
108125,54,54,1
108126,32,32,4
108127,66,66,5
108128,57,57,3
108129,62,62,4
108130,59,59,3
108131,32,32,3
108132,48,48,3
108133,3,3,3
108134,37,37,2
108135,43,43,4
108136,65,65,5
108137,62,62,5
108138,31,31,2
108139,30,30,5
108140,82,82,2
108141,42,42,2
108142,52,52,4
108143,69,69,2
108144,48,48,1
108145,46,46,2
108146,42,42,4
108147,37,37,2
108148,53,53,4
108149,4,4,4
108150,40,40,4
108151,63,63,5
108152,60,60,3
108153,85,85,1
108154,70,70,2
108155,60,60,3
108156,50,50,4
108157,38,38,1
108158,62,62,2
108159,58,58,4
108160,40,40,4
108161,28,28,4
108162,48,48,5
108163,78,78,4
108164,52,52,4
108165,50,50,3
108166,60,60,5
108167,62,62,3
108168,56,56,2
108169,48,48,2
108170,37,37,4
108171,75,75,5
108172,39,39,1
108173,89,89,1
108174,53,53,5
108175,51,51,5
108176,68,68,2
108177,33,33,2
108178,64,64,4
108179,52,52,2
108180,60,60,5
108181,32,32,1
108182,32,32,1
108183,4,4,2
108184,38,38,2
108185,37,37,1
108186,33,33,1
108187,47,47,4
108188,51,51,1
108189,62,62,5
108190,64,64,2
108191,66,66,4
108192,67,67,2
108193,56,56,2
108194,51,51,3
108195,73,73,3
108196,67,67,4
108197,12,12,4
108198,45,45,4
108199,4,4,3
108200,4,4,5
108201,37,37,4
108202,46,46,5
108203,39,39,5
108204,5,5,1
108205,69,69,2
108206,32,32,3
108207,62,62,4
108208,33,33,3
108209,37,37,4
108210,60,60,2
108211,41,41,1
108212,54,54,1
108213,56,56,3
108214,14,14,4
108215,61,61,2
108216,26,26,4
108217,22,22,1
108218,31,31,1
108219,70,70,4
108220,9,9,2
108221,66,66,4
108222,58,58,5
108223,51,51,5
108224,56,56,1
108225,42,42,3
108226,67,67,4
108227,39,39,4
108228,9,9,4
108229,48,48,2
108230,70,70,1
108231,62,62,3
108232,95,95,4
108233,43,43,2
108234,45,45,1
108235,44,44,4
108236,30,30,2
108237,38,38,1
108238,24,24,1
108239,1,1,2
108240,35,35,3
108241,50,50,2
108242,65,65,1
108243,35,35,1
108244,35,35,2
108245,75,75,4
108246,16,16,1
108247,45,45,3
108248,73,73,1
108249,32,32,2
108250,11,11,1
108251,92,92,1
108252,69,69,4
108253,70,70,3
108254,47,47,5
108255,66,66,1
108256,1,1,1
108257,39,39,2
108258,73,73,4
108259,15,15,2
108260,41,41,3
108261,57,57,2
108262,30,30,1
108263,50,50,5
108264,59,59,3
108265,57,57,4
108266,39,39,4
108267,29,29,3
108268,59,59,1
108269,58,58,4
108270,57,57,1
108271,52,52,3
108272,58,58,4
108273,71,71,4
108274,57,57,4
108275,52,52,4
108276,36,36,1
108277,84,84,2
108278,21,21,1
108279,44,44,4
108280,37,37,5
108281,4,4,2
108282,58,58,1
108283,44,44,3
108284,50,50,5
108285,45,45,3
108286,68,68,1
108287,72,72,5
108288,22,22,5
108289,94,94,1
108290,43,43,5
108291,64,64,3
108292,54,54,2
108293,52,52,3
108294,63,63,5
108295,82,82,4
108296,69,69,1
108297,43,43,5
108298,47,47,1
108299,35,35,4
108300,67,67,4
108301,64,64,1
108302,41,41,1
108303,83,83,5
108304,76,76,3
108305,95,95,4
108306,30,30,3
108307,47,47,4
108308,45,45,3
108309,100,100,2
108310,50,50,2
108311,81,81,5
108312,75,75,3
108313,47,47,2
108314,51,51,5
108315,63,63,4
108316,81,81,1
108317,45,45,5
108318,37,37,4
108319,73,73,1
108320,21,21,2
108321,56,56,4
108322,76,76,4
108323,60,60,2
108324,35,35,2
108325,24,24,2
108326,79,79,3
108327,45,45,1
108328,27,27,1
108329,78,78,4
108330,70,70,4
108331,23,23,3
108332,100,100,2
108333,36,36,3
108334,69,69,2
108335,99,99,5
108336,72,72,4
108337,56,56,2
108338,14,14,2
108339,100,100,3
108340,71,71,4
108341,14,14,3
108342,88,88,5
108343,51,51,4
108344,43,43,3
108345,35,35,5
108346,54,54,4
108347,70,70,4
108348,37,37,5
108349,53,53,2
108350,100,100,2
108351,61,61,5
108352,74,74,4
108353,26,26,5
108354,16,16,1
108355,86,86,4
108356,79,79,1
108357,92,92,3
108358,48,48,1
108359,81,81,1
108360,1,1,1
108361,63,63,4
108362,75,75,2
108363,32,32,1
108364,76,76,2
108365,45,45,1
108366,48,48,5
108367,43,43,2
108368,89,89,2
108369,38,38,5
108370,35,35,4
108371,28,28,4
108372,40,40,4
108373,54,54,5
108374,65,65,2
108375,31,31,5
108376,59,59,5
108377,65,65,3
108378,26,26,4
108379,51,51,4
108380,47,47,1
108381,51,51,2
108382,36,36,5
108383,46,46,3
108384,50,50,2
108385,96,96,4
108386,51,51,3
108387,83,83,1
108388,85,85,4
108389,17,17,4
108390,42,42,1
108391,85,85,5
108392,54,54,2
108393,47,47,3
108394,68,68,1
108395,76,76,4
108396,49,49,2
108397,43,43,2
108398,1,1,5
108399,51,51,1
108400,40,40,4
108401,24,24,3
108402,44,44,5
108403,39,39,3
108404,54,54,1
108405,43,43,1
108406,61,61,5
108407,54,54,5
108408,81,81,2
108409,36,36,4
108410,94,94,3
108411,76,76,5
108412,87,87,5
108413,56,56,5
108414,42,42,5
108415,36,36,5
108416,93,93,2
108417,77,77,5
108418,24,24,4
108419,74,74,5
108420,29,29,3
108421,58,58,1
108422,70,70,3
108423,86,86,4
108424,55,55,2
108425,46,46,2
108426,51,51,3
108427,76,76,2
108428,69,69,2
108429,49,49,1
108430,3,3,5
108431,1,1,4
108432,55,55,1
108433,20,20,4
108434,36,36,4
108435,44,44,1
108436,100,100,2
